customer_tweet_id,customer_author_id,customer_created_at,customer_text,brand_reply_text,intent,intent_notes
2950855,814872,Thu Nov 30 04:00:52 +0000 2017,@AmazonHelp Already talked but response was not helpful. Disappointed with attitude of not taking care of customers,@814872 Could you please fill in your details here https://t.co/SExRw7CMyT and we'll reach out to you for assistance. (2/2) ^VM,COMPLAINT_FEEDBACK,The customer is dissatisfied with the previous customer service response and criticizes the attitude toward customers. The main focus is a complaint about service quality.
1327741,429780,Fri Oct 27 12:05:34 +0000 2017,"@AmazonHelp Ok thank you, I’ll tweet if it arrives or if I don’t get it.","@429780 No problem, let us know. ^BM",ORDER_DELIVERY,"The customer is referring to whether their package will arrive, indicating an order delivery status/receipt issue."
1326899,429593,Fri Oct 27 11:28:38 +0000 2017,@115850 Had a Problem cuz of courier boy now I cannot return my product. Please Help!!!!!!!!,"@429593 I'm sorry for any unpleasant situation with the courier person, call us here: https://t.co/vlvfJr4nN9 &amp; we'll help you. ^MJ",RETURN_REFUND,The customer says a courier-related problem has prevented them from returning their product and asks for help. The primary issue is the inability to complete a return.
782729,306843,Mon Oct 30 01:48:14 +0000 2017,Oye @116875 para que pones fechas de entrega si no vas a cumplirlas?,"@306843 Hola, Pablo. Sin compartir el número de pedido, dime, ¿tienes actualmente algún pedido atrasado? ^CR",COMPLAINT_FEEDBACK,"The customer complains that the promised delivery dates were not met, indicating a delayed/late order delivery issue."
2836887,789593,Mon Nov 27 15:33:04 +0000 2017,"@115830 @AmazonHelp lost order and call to speak to your 'escalation team'. Spoken to in a disgusting, condescending manner and you put the phone down on me after I asked the operator to clarify what steps I need to take next. Disgusting customer service.","@789593 This is not at all the experience we expect to provide, I'm truly sorry! At the end of the call, you should've received an e-mail with a survey. The feedback goes to the rep's leadership. What does the tracking on the missing order display? We're here for you! ^JE",COMPLAINT_FEEDBACK,"The customer is primarily complaining about poor customer service during an escalation call, including being treated disrespectfully and having the call disconnected. Although they mention a lost order, the main focus of the message is dissatisfaction with the service received."
774230,304954,Sun Oct 15 14:24:11 +0000 2017,@AmazonHelp Reordered the product now again it's late ... god save amazon @115821 @115850 @AmazonHelp,@304954 Could you please confirm if you have shared the details in the link provided earlier. ^VH,ORDER_DELIVERY,The customer says a reordered product is late again. The primary issue is repeated delivery delay.
1113853,150681,Tue Oct 24 03:07:49 +0000 2017,@AmazonHelp This is the 2nd time in 2 months that I have been a victim to your false claims and imaginary delivery attempt.,@150681 I'm sorry for the trouble. Kindly share your details in the link provided earlier and we'll reach out to you. ^GK,ORDER_DELIVERY,"The customer complains about repeated false delivery-attempt notifications, indicating that the issue is with the delivery process and inaccurate delivery status."
45525,126077,Wed Nov 01 16:53:57 +0000 2017,@AmazonHelp Yep. Original estimate 27 October. New estimate 31 October. It's been 'in transit' since Friday....,"@126077 We'd like to take a closer look at the delivery with you. When you have a moment, contact us here: https://t.co/JzP7hlA23B ^RA",ORDER_DELIVERY,The customer reports that the delivery estimate was pushed back from October 27 to October 31 and the package has remained “in transit.” This is a delivery delay/tracking issue.
1701174,515820,Tue Oct 17 17:15:50 +0000 2017,"@115830 why don't you do gift cards anymore? I've been to several establishments and no one sells them, annoying!","@515820 You can find several gift cards, both digital and physical here: https://t.co/1tEoVXBxaX ^VS",ORDER_DELIVERY,The customer is asking about the availability of Amazon gift cards and where they can be purchased. This is a product availability/content inquiry.
724247,293455,Wed Oct 11 03:35:41 +0000 2017,"How can @115821 say a guarantee delivery date, mark the package as out for delivery then tell you oops! Looks like it will take 2 more days",@293455 I'm sorry for the delay! Late orders usually arrive within 1-2 business days. Let us know if you don't receive it soon! ^SB,ORDER_DELIVERY,The customer is complaining about a guaranteed delivery date being missed and the package status changing to a later delivery estimate. This is a delivery delay/status issue.
1953611,579978,Thu Nov 16 11:46:37 +0000 2017,記憶にないけどいつのまにかAmazonプライム会員になってる,@579978 無料体験を利用されたことはありませんか？申し込み時にご案内しているように、自動更新設定を変更しない場合、期間終了後に本会員へ移行します。https://t.co/eVU96EyVoQ 意図しない登録のご様子ですが、よろしければ特典をご活用いただけたら幸いです。https://t.co/FJh7vAncqv RI,OTHER,Machine-assisted training label; uncertain;ml:0.21. Not human-verified.
230611,170932,Thu Oct 05 09:59:30 +0000 2017,@AmazonHelp When placed the order it was for 2 SNES and the delivery date was 9/29.  My preorder quantity was changed to 1 but the date was not adjusted,@170932 Sorry for the delay. Has a new date not been provided to you via email ? ^CR,ORDER_DELIVERY,Machine-assisted training label; rules:12;margin:12. Not human-verified.
2319022,672200,Mon Nov 13 11:34:29 +0000 2017,@115830 track my order - what on earth does 'Undeliverable' mean? I want my parcel!,@672200 My apologies for this. Here's more information: https://t.co/GqesmPWmEY ^PK,ORDER_DELIVERY,Machine-assisted training label; rules:8;margin:8. Not human-verified.
1291967,422133,Thu Oct 26 22:28:39 +0000 2017,@AmazonHelp Hi. Spoke to Joseph.  Very helpful. We're happy now.  :-),"@422133 Thank you so much for the update, I'm glad to hear Joseph took good care of you! 😃 ^JR",OTHER,Machine-assisted training label; uncertain;ml:0.21. Not human-verified.
2790545,778846,Tue Nov 21 20:12:21 +0000 2017,Ordered something urgently from @117795 to arrive today. Just got an email... might arrive by friday. What the hell? Every bloody time. #furious,@778846 I'm sorry to hear this! What was the delivery time stated in Checkout? ^TR,ORDER_DELIVERY,Machine-assisted training label; rules:8;margin:8. Not human-verified.
504977,235770,Fri Dec 01 20:41:44 +0000 2017,"Los de @AmazonHelp @116875 se la rifaron, de verdad son geniales. Hoy me llegó una maravillosa sorpresa. Nos hicieron sentir como superhéroes. Gracias, de verdad gracias. Son geniales.","@235770 ¡Hola, Héctor! De verdad, nos alegra demasiado que te haya gustado la sorpresa 🙈😍 Tu satisfacción, es nuestro mayor premio, ¡linda tarde! ^LC",OTHER,Machine-assisted training label; uncertain;ml:0.21. Not human-verified.
180361,158420,Wed Oct 04 11:35:41 +0000 2017,あたしもAmazonの箱から月を見てるわ。アサ https://t.co/ncqgS6jcqP,"@158420 (*ﾟﾛﾟ)ﾊｯ!! この視線の先には月が…!!　今日は月がキレイなんですね～
Amazon箱のご利用、ありがとうございますm(*-ω-)m RI",OTHER,Machine-assisted training label; uncertain;ml:0.23. Not human-verified.
1824718,547771,Wed Oct 18 03:38:02 +0000 2017,@115821 when will you solve my issue. You are making fake promises from 2 weeks.,"@547771 That's quite a remark, could you please elaborate on where we missed? ^AH",COMPLAINT_FEEDBACK,Machine-assisted training label; manual semantic correction. Not human-verified.
2440776,700005,Tue Nov 14 14:50:10 +0000 2017,@700006 @120465 @116313 FF外から失礼します　私も視聴できないです　やはりサーバーかアマゾン側の問題のようですね,@700005 おはようございます。Amazonです。深夜の時間帯に一時的に接続が不安定な状態になりご迷惑をおかけいたしました。現在は問題が解消されておりますためお試しいただければと存じます。今後ともどうぞよろしくお願いいたします。SK,TECHNICAL_SUPPORT,Machine-assisted training label; manual semantic correction. Not human-verified.
22146,120778,Wed Nov 01 11:33:02 +0000 2017,@AmazonHelp I did not see any email. I only had to call again. Now I see it is rescheduled for pickup tomorrow 2nd Nov.,@120778 please respond to the email so that we can assist you accordingly. (2/2)^SU,ORDER_DELIVERY,Machine-assisted training label; manual semantic correction. Not human-verified.
1267146,377115,Thu Oct 26 12:48:41 +0000 2017,@416678 @53379 @115850 @115821 I am in contact with CEO Jeff @53380 @115821 @115850 @416678,@377115 I see that the Executive Customer Relations team is handling the issue. Kindly wait for an update from them. ^PR,OTHER,Machine-assisted training label; uncertain;ml:0.23. Not human-verified.
2149535,631759,Thu Nov 09 00:45:05 +0000 2017,"@AmazonHelp Ok but when placing an order, your site always tells you if the item is eligible for P.O. box delivery or not. My order was processed and went through with no issues",@631759 We're here to help &amp; would like to look into this with you by phone or chat. Please contact us here: https://t.co/hApLpMlfHN ^SE,ORDER_DELIVERY,Machine-assisted training label; rules:12;margin:8. Not human-verified.
1700072,515557,Mon Nov 06 20:42:05 +0000 2017,@AmazonHelp keep getting error redeeming code message when im trying to redeem my sonic forces preorder code. Help?,@515557 This item is not released until November 7th. Please let us know if you're not able to redeem it after it is released. ^JS,TECHNICAL_SUPPORT,Machine-assisted training label; rules:2;ml:0.25. Not human-verified. | Human-verified correction: Customer cannot access their account.
379433,206026,Mon Oct 09 06:15:28 +0000 2017,"Had an @115830 USB lightening cable for a month n it's packed in already, cba man😴",@206026 Apologies Lauren. Can you check replacement/refund options here: https://t.co/BjuXE6veDS Keep us posted. We'd like to help. ^PK,RETURN_REFUND,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.
2336085,675914,Fri Oct 20 03:21:27 +0000 2017,@AmazonHelp It says AMZL US,@675914 We'd like to look into this for you! Please fill out your info and details here: https://t.co/AYjNhYOiRW ^AH,ORDER_DELIVERY,Machine-assisted training label; uncertain;ml:0.24. Not human-verified.
1680623,511014,Tue Oct 17 16:17:19 +0000 2017,"@AmazonHelp I accidentally locked my kindle screen while reading. How do you unlock the lock screen, so that it can rotate normally.",@511014 Which Kindle are you using: https://t.co/ugW59cOCCi? ^AF,TECHNICAL_SUPPORT,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.
1899097,565987,Tue Oct 31 03:34:43 +0000 2017,"@AmazonHelp ご丁寧にありがとうぎざいます。アプリの入れ直しはやってみたのですが、もう一度試してみます。
洋書のサンプルをDLしたところ、国内出版物を検索しても検出されなくなったのですが、何か設定が必要でしょうか？",@565987 ご質問の件につきましては、ご利用環境などをお伺いした上でご案内させていただきますので、誠に恐れ入りますが、先ほどご案内したリンクよりカスタマーサービスにお問い合わせください。TN,TECHNICAL_SUPPORT,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.
1259415,415077,Tue Oct 17 07:02:22 +0000 2017,@AmazonHelp 追跡は出来ておりますので今のところ個別の案内は不要です。ただ、当日配送翌日配送と煽っておいて実際来るのは夜中とかは、予定が全く立てられずに困惑する上、こういう無茶を押し付ける荷主にも安請け合いしてしまう荷受けにもそれに従ってしまう配達員にも辟易するのでやめてほしいです。,@415077 ご不便をおかけし誠に申し訳ございません。このたびご迷惑をおかけしたことを真摯に受け止め、今後のサービス改善に努めて参ります。 EK,ORDER_DELIVERY,Machine-assisted training label; manual semantic correction. Not human-verified.
2816310,785118,Mon Nov 27 03:48:00 +0000 2017,@AmazonHelp Thanks!,"@785118 You're welcome, we're here to help! ^CR",OTHER,Machine-assisted training label; uncertain;ml:0.22. Not human-verified.
1324544,429082,Fri Oct 27 10:38:58 +0000 2017,@115821 I’m being charged for kindle unlimited even though my amazon account says I don’t have a subscription. How do I get a refund?,"@429082 Hi Clare, please contact us here so we can look into it further:  https://t.co/JzP7hlA23B ^AT",PAYMENT_BILLING,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.
1871733,558954,Wed Oct 18 09:23:13 +0000 2017,"@AmazonHelp Mi son fatto la coda alle poste ahimè. La prossima volta (sperando non ci sia) scriverò prima al servizio clienti, grazie!",@558954 Rimaniamo a tua disposizione Bernardo. 😀 ^BC,OTHER,Machine-assisted training label; uncertain;ml:0.23. Not human-verified.
1131313,322303,Thu Oct 26 18:17:43 +0000 2017,@AmazonHelp 48 hrs have passed. No response or resolution,"@322303 I get you being upset, Anil. You may check the messages sent by our team here: https://t.co/8DAc10S7ww and keep us posted. ^NK",COMPLAINT_FEEDBACK,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.
1354488,435865,Fri Oct 27 18:49:22 +0000 2017,"@AmazonHelp Thanks for getting back to me, it was supposed to be delivered yesterday via one day delivery, but still hasn't shown up","@435865 Has a new delivery date been provided for the order, Danika? You can check here: https://t.co/aaDyEz1VgE ^LA",ORDER_DELIVERY,Machine-assisted training label; rules:12;margin:12. Not human-verified.
2494898,712090,Mon Oct 30 00:33:56 +0000 2017,Thanks a lot @115821 for screwing up the last 3 Prime Orders. 1st had to cancel a dinner party Sat &amp; have no mask for Masquerade gala 2nite.,"@712090 Sorry to hear about all the issues. If you haven't already, reach out to us by phone or chat:  https://t.co/hApLpMlfHN ^CH",ORDER_DELIVERY,Machine-assisted training label; rules:10;margin:10. Not human-verified.
349594,199192,Sun Oct 08 06:46:40 +0000 2017,"@115850 Order 5568 not received timely even extra charged for that, wrong Massage forwarded'Held for payment even nobody came to deliver.",@199192 support team here: https://t.co/vlvfJr4nN9? We'll be glad to help. 2/2 ^MJ,PAYMENT_BILLING,Machine-assisted training label; rules:17;margin:15. Not human-verified. | Human-verified correction: Customer cannot access their account.
1955367,580375,Wed Oct 18 17:30:39 +0000 2017,A @117086  já começou a vender eletrônicos! Queremos promoções!! https://t.co/vLXKECdGhE,@580375 Continue de olho 😉 Todas as novedades serão anunciadas no site! ^LG,PRICING_PROMOTIONS,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.
