customer_tweet_id,customer_author_id,customer_created_at,customer_text,brand_reply_text,intent,intent_notes,verified_intent,verification_notes
2431214,697876,Tue Nov 14 20:37:34 +0000 2017,"why cant amazon accept my payment method, had my order declined 3 times now for seemingly no reason",@697876 So sorry to hear about the issues you're having with your order! Have you already contacted your bank to see if they have any information on the declines? You can also review some additional troubleshooting steps here: https://t.co/wCY7W9fDXG ^GS,PAYMENT_BILLING,Machine-assisted training label; rules:17;margin:15. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
698783,286680,Fri Oct 13 02:31:54 +0000 2017,@AmazonHelp So that's really sad as I use my USA Netflix account to access stuff in India. I think atleast for prime you guys should allow,@286680 We are forwarding your comments to our teams internally for review on this. We hope to have this update soon. ^VM,PRODUCT_CONTENT,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
379433,206026,Mon Oct 09 06:15:28 +0000 2017,"Had an @115830 USB lightening cable for a month n it's packed in already, cba man😴",@206026 Apologies Lauren. Can you check replacement/refund options here: https://t.co/BjuXE6veDS Keep us posted. We'd like to help. ^PK,RETURN_REFUND,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
1887482,562938,Wed Oct 18 11:18:55 +0000 2017,"why you promote yourself @115850, sale is going in your market place is highly deceptive from you part. a promise never fulfilled!",@562938 We've responded to your query here: https://t.co/16lR873yu6. ^HA,PRICING_PROMOTIONS,Machine-assisted training label; rules:2;ml:0.25. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
83443,134331,Wed Nov 29 12:54:17 +0000 2017,@AmazonHelp can the “customers who bought items in your basket” be turned off when I’m items saved for later on the app. It gets in the way.,"@134331 Hey, are you referring to the 'Your recommendations' items displayed on the app, or 'customers who purchased this item also purchased these items' ? ^TP",TECHNICAL_SUPPORT,Machine-assisted training label; rules:4;margin:4. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
495800,233261,Fri Dec 01 18:23:09 +0000 2017,@115850 somehow not able to download apps on my fire stick. Gives an error of purchase failure. Pls help,@233261 Apologies for the trouble. Kindly report this to our Prime support team here: https://t.co/FrpK8OX5IY ^RB,TECHNICAL_SUPPORT,Machine-assisted training label; rules:2;ml:0.21. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2279713,662766,Sat Nov 11 17:49:50 +0000 2017,@115850  Waiting for refund for order # : ORDER # 408-6560878-8566768 . Its been 3 months.,"@662766 Apologies for the trouble. Have you reported this to our support team? If not, kindly report it here: https://t.co/rS49hgaADF. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^MO",RETURN_REFUND,Machine-assisted training label; rules:16;margin:14. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2817845,785469,Mon Nov 27 03:54:20 +0000 2017,@115821 why does the vinyl have auto rip but the CD doesnt? https://t.co/MWpVhvp65Z,"@785469 Thanks for reaching out to our Social Media team! We're here to help! Just to confirm, is the CD shipped and sold by Amazon? You can confirm if it is eligible for AutoRip here: https://t.co/jWIK8Se2Ec. ^VB",PRODUCT_CONTENT,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2841861,790721,Mon Nov 27 16:45:44 +0000 2017,"@115850 Was recharging my Airtel mobile number using Amazon Pay Balance (405-4894189-9128347).After recharging,I received an email stating recharge failed, amount refunded as Gift Card + Amazon Pay Balance.But I didn't receive the refunds.
Please check the screenshots,
Kaushik https://t.co/BUZTR1AEnY","@790721 We're sorry to know about the issues with recharge, Kaushik. Please reach out to us, here: https://t.co/vlvfJr4nN9 and we'll check this for you. Please don’t provide your details as we consider them to be personal info. Our Twitter page is visible to public. ^YP",RETURN_REFUND,Machine-assisted training label; rules:8;margin:8. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
236164,172247,Sat Oct 07 12:45:03 +0000 2017,@AmazonHelp There is no option not to auto renew because th payment got declined. I don't want to add a working card because I will be charged.,@172247 Hi Annabel- Might be best to speak with us directly and we can see what we can do for you: https://t.co/JzP7hlA23B ^NV,PAYMENT_BILLING,Machine-assisted training label; rules:17;margin:17. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
1051929,273534,Mon Oct 23 08:28:30 +0000 2017,"@AmazonHelp Order 
202-0668226-2705165 is now over 10 days late for delivery. Please can you cancel and refund item. Many thanks.","@273534 Hi, we do not have access to your account via Twitter. You can cancel your order here: https://t.co/aaDyEz1VgE ^CR",RETURN_REFUND,Machine-assisted training label; rules:16;margin:4. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
1207970,403724,Wed Oct 25 10:17:49 +0000 2017,"@403637 @116316 Weiß gar nicht, wie oft ich schon zum Zoll geladen wurde weil ich vermeintliche Schnäppchen gekauft habe und dann nachversteuern durfte =/",@403724 Vielleicht hilft https://t.co/h9cfzvjvk3 hier weiter. Bitte schau mal unter Zoll- und Einfuhrgebühren. Viele Grüße ^DW,PAYMENT_BILLING,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
678300,281822,Sun Nov 19 09:45:09 +0000 2017,@115821 I added my amount to the amazon pay and when i tries to checkout it add more than the total money. No way find where it justify the extra amount added. I need my amazon pay balance return to my account. Tell me the way.Its just a fake way to add money to account.,@281822 Apologies you had the problem with adding money to pay balance. You may reach out to support team here: https://t.co/vlvfJr4nN9. We’ll look into it. ^SB,PAYMENT_BILLING,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
1450064,456481,Sat Nov 11 10:32:07 +0000 2017,"@AmazonHelp Sorry to say but your chat service is incredibly slow and n/useful w/soever. Tried calling, no help. Need to get the lump sum refunded taken from my acc on 30Oct asap pls, v unfair!!!",@456481 Hello- What was advised when you spoke with us directly? We wouldn't have access from here to request or issue any refund. ^NV,RETURN_REFUND,Machine-assisted training label; rules:8;margin:8. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
1608067,402097,Sun Nov 05 09:16:47 +0000 2017,@115833 having frequent issues with regards to Internet connectivity. The #alexa app also having issues.,"@402097 Have you reported it to our support team yet? If not, please do so using the following link: https://t.co/vlvfJr4nN9. ^RS",TECHNICAL_SUPPORT,Machine-assisted training label; rules:11;margin:11. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
1729651,522749,Tue Nov 07 11:13:34 +0000 2017,Amazonカスタマーセンターを名乗るとこから、ショートメッセージが来た。ちょっと焦るよね💦 https://t.co/X20JMvB4jH,@522749 失礼いたします。ご存知かと存じますが、当サイトからそのようなメールをお送りすることはございません。当サイトの名を騙るフィッシング行為が増えているようです。連絡先に電話をしたりしないようお気を付けください。https://t.co/k4jy2iTq1Y  SM,ACCOUNT_ACCESS,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
